title,description,source,job_id,company,location,url,tags,posted_date,collection_domain,tag_query,unified_domain
TEMPLATER,"Please download and fill out the application below and submit it with your resume, if applicable. If you are unable to submit your resume, please list your qualifications for the desired position in the message box below. Please mention the word **SHARPEST** and tag RMTk3LjQ3LjE5Ny44NQ== when applying to show you read the job post completely (#RMTk3LjQ3LjE5Ny44NQ==). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.",remoteok,1134891,"BC Stone, Inc","Columbia-Shuswap E, ",https://remoteOK.com/remote-jobs/remote-templater-bc-stone-inc-1134891,"[""design"", ""digital nomad""]",2026-07-15T06:42:16+00:00,design,design,
Virtual Executive Assistant,"Virtual Executive Assistant (Remote) Work Mode: Remote As a Virtual Executive Assistant , your primary responsibility is to provide high-level administrative support to executives and leadership teams. Your role is essential in managing schedules, coordinating communications, organizing meetings, and ensuring daily operations run smoothly and efficiently. You will play a key part in maintaining organization, improving productivity, and supporting important business decisions. Your professionalism, attention to detail, and ability to manage multiple priorities will contribute directly to the success of both our leadership team and the organization as a whole. Job Responsibilities: 1) Calendar and Communication Management Manage executive calendars, including scheduling meetings, appointments, and reminders Handle incoming emails and communications, prioritizing and responding when appropriate Maintain clear and professional communication on behalf of executives Coordinate internal and external correspondence 2) Task and Workflow Coordination Track tasks, deadlines, and priorities to ensure timely completion Organize and follow up on action items from meetings and communications Assist in managing day-to-day administrative workflows Ensure all activities are properly documented and tracked 3) Meeting and Travel Support Coordinate meeting logistics including agendas, materials, and virtual setup Take notes during meetings and distribute summaries or action items Arrange travel plans, accommodations, and itineraries when required Ensure all scheduling aligns with executive priorities 4) Documentation and Administrative Support Prepare, format, and organize documents, reports, and presentations Maintain organized digital files and records Assist with data entry and information management tasks Ensure documentation is accurate and easily accessible Required Qualifications: Strong verbal and written communication skills in English Previous administrative, executive assistant, or coordination experience preferred Excellent organizational and time management abilities High level of discretion and professionalism when handling sensitive information Ability to multitask and manage competing priorities Comfortable using digital tools, calendars, and collaboration platforms Strong attention to detail and problem-solving skills Self-motivated and able to work independently in a remote environment Adaptable and responsive to changing priorities Benefits Package: Competitive compensation based on experience Performance-based incentives and recognition Flexible remote working environment Opportunities for professional growth and advancement Ongoing training and development support Collaborative and supportive team culture We are committed to creating a professional and supportive remote environment where you can grow your skills while contributing meaningfully to executive operations. Keywords: Executive assistant • Virtual assistant • Remote administration • Calendar management • Executive support • Task coordination • Meeting scheduling • Travel coordination • Document management • Communication support • Time management • Organizational skills • Remote work • Professional support • Business operations • Career growth Please mention the word **DANKEN** and tag RMTk3LjQ3LjE5Ny44NQ== when applying to show you read the job post completely (#RMTk3LjQ3LjE5Ny44NQ==). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.",remoteok,1134865,Recruit Lytixs Hires,"Alberta, Alberta, Canada",https://remoteOK.com/remote-jobs/remote-virtual-executive-assistant-recruit-lytixs-hires-1134865,"[""speech"", ""exec"", ""content writing"", ""sys admin"", ""medical"", ""recruiter"", ""social media"", ""game dev"", ""designer"", ""design"", ""copywriting"", ""marketing"", ""video"", ""education"", ""finance"", ""ads"", ""digital nomad"", ""virtual assistant"", ""customer support"", ""travel"", ""ops""]",2026-07-15T06:05:11+00:00,design,design,business
Programa de Estágio Formação em Vendas SDR Remoto,Anunciada 00:00:00. Programa de Estágio - Formação em Vendas - 100% RemotoO Programa de formação em vendas do Nibo tem... - veja esta vaga e outras semelhantes no LinkedIn. Please mention the word **SOUNDLY** and tag RMTk3LjQ3LjE5Ny44NQ== when applying to show you read the job post completely (#RMTk3LjQ3LjE5Ny44NQ==). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.,remoteok,1134841,Nibo,"Brasil, ",https://remoteOK.com/remote-jobs/remote-programa-de-estagio-formacao-em-vendas-sdr-remoto-nibo-1134841,"[""exec"", ""front end"", ""design"", ""react"", ""react.js"", ""backend"", ""javascript"", ""c"", ""git"", ""digital nomad"", ""dev""]",2026-07-15T02:11:35+00:00,design,design,
Medical Records and Health Information Manager,"📋 Medical Records & Health Information Manager 📍 Remote | Full-Time $75,000-$80,000 Help Build the Future of Health Information Management at Backpack Healthcare! 🎒💙 At Backpack Healthcare, we're transforming access to behavioral healthcare for children, adolescents, and families. As we continue expanding across multiple states, we're looking for an experienced Medical Records & Health Information Manager to build and lead our Health Information Management (HIM) function from the ground up. This is more than a traditional medical records role—it's an opportunity to create scalable processes, influence organizational strategy, and ensure the highest standards of privacy, compliance, and patient care. If you're passionate about health information management, love building efficient systems, and thrive in a collaborative, fast-growing environment, we'd love to meet you! 🌟 What You'll Do As our Medical Records & Health Information Manager, you'll: 📂 Lead all medical records and release of information operations 🔒 Ensure compliance with HIPAA, state regulations, payer requirements, and CARF standards ⚙️ Design and implement scalable HIM workflows, policies, and tracking systems 📈 Develop reporting metrics to improve efficiency, accuracy, and turnaround times 🤝 Partner with Compliance, Legal, Clinical Operations, Technology, and Quality teams 🎓 Train and support staff on medical records processes, documentation standards, and privacy best practices 🛡️ Serve as the organization's subject matter expert for health information management Please mention the word **COURTEOUS** and tag RMTk3LjQ3LjE5Ny44NQ== when applying to show you read the job post completely (#RMTk3LjQ3LjE5Ny44NQ==). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.",remoteok,1134824,Backpack Healthcare,Remote,https://remoteOK.com/remote-jobs/remote-medical-records-and-health-information-manager-backpack-healthcare-1134824,"[""exec"", ""design"", ""customer support"", ""ops"", ""legal"", ""medical"", ""full time"", ""digital nomad""]",2026-07-15T00:00:35+00:00,design,design,cybersecurity
Video Podcast Editor,"About Us Betches Media is the ultimate digital media and lifestyle destination for women. As a pioneer in the humor and entertainment space, we've built a powerful platform that connects with over 250M fans across social media, podcasts, web, events, and e-commerce. Our funny, honest, and candid approach resonates with women globally, creating a one-of-a-kind community. Now as a part of LBG Media, Betches is in an exciting new chapter, leveraging the global reach and innovation of our parent company to push the boundaries of creative media. This is your opportunity to be at the forefront of shaping the future of Betches Media and propel the brand through its next phase of growth. Description Do you want to put your vast knowledge of random pop culture and online trends to use? Do you wish your endless TikTok scrolling counted as ""research""? Would you rather edit a video than write a cover letter? Then you may be perfect for this role. Betches Media is looking for a Video Editor to add to our team! The ideal candidate is a highly skilled video podcast editor who is proficient in editing both long-form and short-form podcast content across Betches Media platforms via Spotify, YouTube, Instagram &amp; TikTok. You will play a major part in the post production of short form social media edits and longform multicam podcast edits, as well as the post production of podcast audio. Our video podcast editors will work hand-in-hand with producers to develop dynamic content with an eye towards social, and should be excited to infuse their edits with as much creativity as possible. They also should be knowledgeable about the video podcast space, and what works across video platforms. Our editors will also work closely with our social and motion graphics team to ensure our end product is both high-quality and primed for virality. This role will report into the Associate Director of Production. Roles &amp; Responsibilities Edit longform video podcasts under tight deadlines, using impeccable creative instincts and industry best practices. Apply revisions and work closely with the Producer to apply episode notes. Work closely with the Producer to prep video podcasts episodes to be published on podcasting platforms. Edit a variety of social clips for distribution across multiple platforms such as Instagram, TikTok, and Youtube Shorts. Focus on maximizing the reach and engagement of your shows, working closely with producers to select and create the most engaging social clips possible. Drive all aspects of the video post-production process from ingesting footage, cleaning up audio, color correction, to exporting for final delivery. Edit multiple videos lengths and sizes from end-to-end and format according to asset needs. Work closely with the Associate Director and Senior Editor to prioritize workflows, follow the post-production calendar closely, and keep projects on schedule. Work closely with a Producer on a number of projects to align on editorial and creative output of projects. Qualifications Experience editing short-form social videos, interviews, and long-form content. Proficiency in Adobe Suite (Premiere, Photoshop, After Effects, etc.). Strong understanding of visual storytelling, composition, and typography. Ability to organize footage, execute final cuts, and manage post-production. Knowledge of key framing, multicam editing, and audio post-production. Experience working within brand guidelines to ensure consistency. Strong communication, collaboration, and multitasking skills. Ability to stay ahead of social media trends and bring new ideas. Previous experience in video editing, media, or graphic design is a plus. After Effects and audio engineering experience is a plus. Comedic background or interest in comedy is a plus. Compensation The expected hourly rate for this role is between $40 - $45, and a commitment of up to 20 hours per week. Our DEI+ Commitment At Betches, we are committed to building a diverse and inclusive workplace that empowers talent from many different backgrounds, experiences, and identities. We believe that true creativity and knowledge emerge when diversity and inclusion are fully embraced. We strive to create a workforce that reflects the diversity of our clients and our communities, recognizing that our journey towards excellence is ongoing. Together, we aim to foster an environment where everyone can contribute to and benefit from our shared success. Please mention the word **BREATHTAKING** and tag RMTk3LjQ3LjE5Ny44NQ== when applying to show you read the job post completely (#RMTk3LjQ3LjE5Ny44NQ==). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.",remoteok,1134873,Betches Media,"New York, New York, New York, United States",https://remoteOK.com/remote-jobs/remote-video-podcast-editor-betches-media-1134873,"[""design"", ""marketing"", ""exec"", ""web dev"", ""video"", ""content writing"", ""senior"", ""photoshop"", ""engineer"", ""ecommerce"", ""digital nomad""]",2026-07-14T21:24:09+00:00,design,design,design
Chief Growth Officer,"Company Description Original Peptide supplies high-quality peptides designed to support strength, energy, recovery, cognitive optimization, and overall wellness research. The company emphasizes rigorous standards of quality, purity, and accessibility, offering trusted compounds to individuals pursuing advanced health and performance goals. Its product range spans muscle support, metabolic balance, and restorative wellness applications, enabling customers to explore innovative approaches to well-being. Original Peptide is committed to providing reliable, cutting-edge tools backed by careful formulation and a strong focus on customer care. Role Description The Chief Growth Officer (CGO) is a full-time, remote role responsible for driving revenue growth, market expansion, and brand visibility for Original Peptide. This role oversees integrated growth strategies across sales, business development, and marketing, ensuring alignment with company objectives and regulatory considerations in the wellness and research sectors. Day-to-day responsibilities include developing and executing growth plans, optimizing customer acquisition and retention, managing sales pipelines, and identifying new market opportunities and strategic partnerships. The CGO will collaborate closely with leadership to set performance targets, analyze data and KPIs, refine pricing and positioning, and guide cross-functional teams toward sustainable, scalable growth. The role also involves staying informed about industry trends, competitive dynamics, and customer needs to inform product and go-to-market strategies. Qualifications Demonstrated expertise in Sales and Sales Management, including building high-performing teams and managing end-to-end sales cycles. Strong Business Development skills, with experience identifying, negotiating, and managing strategic partnerships and new market opportunities. Proficiency in Marketing and Digital Marketing, including campaign strategy, performance measurement, and brand positioning across channels. Proven ability to develop and execute data-driven growth strategies, using analytics and KPIs to inform decisions and optimize outcomes. Experience in health, wellness, life sciences, or related industries is highly beneficial, with familiarity around compliant growth practices. Excellent leadership, communication, and cross-functional collaboration skills, with the ability to work effectively in a remote, fast-paced environment. Bachelor's degree in Business, Marketing, or a related field; an advanced degree (MBA or equivalent) is a plus. Recruit train and manage a national network of independent sales representatives Negotiate large commercial agreements. Procure new clinic and med-spa and similar accounts Marketing - Coordinate with marketing to generate qualified leads. Improve conversion rates. Align campaigns with sales objectives. Please mention the word **MAJESTY** and tag RMTk3LjQ3LjE5Ny44NQ== when applying to show you read the job post completely (#RMTk3LjQ3LjE5Ny44NQ==). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.",remoteok,1134878,Original Peptide,"California, California, United States",https://remoteOK.com/remote-jobs/remote-chief-growth-officer-original-peptide-1134878,"[""design"", ""marketing"", ""exec"", ""web dev"", ""video"", ""content writing"", ""senior"", ""photoshop"", ""engineer"", ""ecommerce"", ""digital nomad"", ""customer support"", ""travel"", ""education"", ""finance"", ""ops"", ""legal"", ""sales"", ""golang"", ""full time"", ""part time"", ""strategy"", ""admin"", ""full stack"", ""technical"", ""dev"", ""social media"", ""stats"", ""medical""]",2026-07-14T20:44:20+00:00,design,design,business
Chain Account Manager,"If you're reading this on your way from 5am spin class to festival fast-pass, you're CELSIUS®— an everyday hustler with the essential energy to aim high, and go the extra mile wherever your goals take you. Joyful by design, sunny by nature, and unapologetically bold. If your bestie has you saved in their phone as ""Icon,"" you're ALANI NU® — confident, colorful, and bringing main-character energy to every moment. SoCal in your soul, attitude in your stride. If gravity doesn't stop you and ""impossible"" sounds more like ""dare you,"" you're ROCKSTAR®— a born rebel, raising the bar with mind-body energy and zero compromise. --- Together, we're Celsius Holdings, Inc.— a global CPG company united by three powerhouse brands and one incredibly talented team. At Celsius, we pride ourselves on empowering our people. Every employee has a stake in our success. We create a collaborative culture built on inclusivity, innovation, and a belief that great ideas can come from anywhere. And we're on our way to building something bigger: a category where energy isn't just consumed, it's lived—where performance meets personality, brand becomes community, and every can crack sparks a statement. This is the future of modern energy. This is Celsius. Ready to take your career to the next level? Join our team and redefine what it means to be energized. REGIONAL CHAIN ACCOUNT MANAGER, SALES - REGIONAL CHAIN ACCOUNTS Location: Remote (Ohio, Near Major Airport Required) Department: Sales Salary: $100K to $105K plus incentives People management: NO Reporting to the Director, Small Format National Accounts, the Chain Account Manager will play a key role in the development and growth of Celsius products in the Small Format Channel with Regional scope. This position will contribute to Celsius values and vision by maximizing long-term brand volume while achieving annual sales budgets and profit goals. This position is responsible for setting the go-to-market strategy, building joint business plans, cultivating high-impact partnerships, and aligning cross-functional efforts to drive revenue and brand visibility at retail. The ideal candidate is a high-energy individual with a customer centric approach, beverage sales experience, and a proven ability to manage both retail strategy and execution at the enterprise level. Requirements 5+ years of selling experience in the consumer products industry is required (Chain account experience required) Bachelor's degree is required; MBA or advanced business coursework preferred Knowledge of the beverage industry and how to execute direct sales, order management and logistics Knowledge and experience of internal functions in CPG (i.e., Sales Resources, Business Planning, Marketing and Customer Service) Strong business acumen, presentation skills, and cross-functional leadership skills Proficient in Microsoft Office and data reporting tools (e.g., IRI, Excel) Physical &amp; Travel Requirements Must be able to travel :40%, including overnight Must be able to lift up to 50 pounds, at times Must live within 1 hour of a major international airport Responsibilities Own Key Account Relationships: Serve as the primary point of contact for major retail partners, meeting directly with buyers and decision-makers to drive sales growth and elevate the Celsius brands Analytics &amp; Reporting: Monitor, evaluate, and report on the performance of assigned key accounts to inform strategy and identify opportunities for growth Forecasting &amp; Planning: Lead sales forecasting and production planning to ensure seamless execution and alignment with customer demand Distributor Partnership Management: Collaborate with Celsius' distributor network, including senior management, to align business objectives and executional plans Business Planning: Build and maintain strategic relationships with assigned national retail partners Align on annual business plans including volume targets, execution standards, investments, shopper marketing plans and performance scorecards Monitor market performance using reporting tools (e.g., IRI, Power BI) and provide regular insights to executive leadership and retail partners Pricing &amp; Promotion Management: Manage key account pricing strategies and promotional calendars, ensuring accuracy and execution across all accounts, including coordination with DSD partners Account Coverage: Primary Focus: Regional Chain Account management across Small Format retail channel as assigned Benefits Comprehensive medical, dental, and vision benefits Long- and short-term disability Life insurance 10 vacation days per year (subject to accrual policy) 11 company-paid holidays 401(k) with company match Identity theft and legal services The base pay range for this position is for a successful candidate within the state listed. The successful candidate's actual pay will be based on multiple factors, such as work location, job-related knowledge, skills, qualifications, and experience. Celsius is a total rewards company. This position may be eligible for other compensation, including bonuses and Restricted Stock Units (subject to company plans). Celsius Holdings, Inc. celebrates diversity and is committed to creating an inclusive environment for all employees. We are proud to provide equal employment opportunities (EEO) to all employees and applicants for employment without regard to age, ancestry, citizenship, color, family or medical care leave, gender identity or expression, genetic information, immigration status, marital status, medical condition, national origin, physical or mental disability, political affiliation, protected veteran or military status, race, ethnicity, religion, sex (including pregnancy), sexual orientation, or any other characteristic protected by applicable local laws, regulations and ordinances. We believe strongly in fostering a safe, fair and respectful work environment. If you need assistance and/or a reasonable accommodation due to a disability during the application process, please reach out to careers@celsius.com . The above information has been designed to indicate the general nature and level of work performed by employees within this classification. It is not designed to contain or be interpreted as a comprehensive inventory of all duties, responsibilities and qualifications required of employees assigned to this job. Please mention the word **IDOL** and tag RMTk3LjQ3LjE5Ny44NQ== when applying to show you read the job post completely (#RMTk3LjQ3LjE5Ny44NQ==). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.",remoteok,1134880,CELSIUS,"Ohio, Ohio, United States",https://remoteOK.com/remote-jobs/remote-chain-account-manager-celsius-1134880,"[""design"", ""marketing"", ""exec"", ""web dev"", ""video"", ""content writing"", ""senior"", ""photoshop"", ""engineer"", ""ecommerce"", ""digital nomad"", ""customer support"", ""travel"", ""education"", ""finance"", ""ops"", ""legal"", ""sales"", ""golang"", ""full time"", ""part time"", ""strategy"", ""admin"", ""full stack"", ""technical"", ""dev"", ""social media"", ""stats"", ""medical"", ""microsoft"", ""excel""]",2026-07-14T20:13:17+00:00,design,design,business
Business Development,"Business Development (BR) Timo is a global platform expanding across Southeast Asia, ARC, Brazil, and beyond! We specialize in chat, party rooms, and gaming, creating engaging social entertainment experiences for users worldwide. We are looking for an Business Development to manage and grow our network of agencies in Brazil. If you have a passion for operations, partnerships, and strategy, this could be the role for you! Responsibilities Recruit and onboard agencies and hosts, ensuring performance and engagement targets are met. Build strong, lasting relationships with guild leaders and streamers. Organize events and campaigns to boost community engagement. Monitor performance metrics and optimize strategies using data insights. Ensure a positive and engaging experience for all community members. Qualifications Bachelor's degree. 2+ years experience in social/voice chat/live streaming/gaming platforms. Proven recruitment and relationship management skills. Data-driven with strong problem-solving abilities. Excellent communication in English and Portuguese. Please mention the word **ROSY** and tag RMTk3LjQ3LjE5Ny44NQ== when applying to show you read the job post completely (#RMTk3LjQ3LjE5Ny44NQ==). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.",remoteok,1134909,Timo,SÃ£o Paulo e RegiÃ£o,https://remoteOK.com/remote-jobs/remote-business-development-timo-1134909,"[""design"", ""hadoop"", ""python"", ""digital nomad"", ""c"", ""game dev"", ""speech"", ""exec"", ""ops"", ""bus dev"", ""recruiter""]",2026-07-14T19:51:17+00:00,design,design,
Online Academic Tutor & Flexible £20 £40 hr UK,"FindTutors is one of the leading platforms for private tutoring and personalised education in the United Kingdom. We connect students with qualified tutors across academic subjects, making learning flexible, accessible, and engaging. We are currently looking for motivated and energetic Online Academic Tutors to join our growing team. This is a flexible opportunity to deliver online lessons and support students across primary and secondary education, helping them improve their academic performance and confidence. As an Online Academic Tutor , you will prepare tailored learning programmes and deliver engaging one-to-one lessons designed to support students at different stages of their education. You will help students across key school subjects such as English, Maths, and Science , adapting your teaching approach to meet individual learning needs. What You'll Do Deliver engaging online tutoring sessions (KS1–KS4 level) Support students in English, Maths, Science, and other school subjects Create personalised learning plans to improve academic performance Help students with homework, revision, and exam preparation Adapt lessons to different ages, levels, and learning styles Requirements No previous tutoring experience required Basic knowledge of the subject(s) taught Strong communication and interpersonal skills Passion for education and helping students succeed What We Offer Fully flexible schedule Teach online from anywhere in the UK Competitive pay: £20–£40 per hour Opportunity to work independently as a tutor Access to students needing academic support Apply now and start helping students succeed in their studies with flexible online tutoring opportunities at FindTutors . Please mention the word **ADVENTUROUS** and tag RMTk3LjQ3LjE5Ny44NQ== when applying to show you read the job post completely (#RMTk3LjQ3LjE5Ny44NQ==). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.",remoteok,1134980,FindTutors,"London, London, England, United Kingdom",https://remoteOK.com/remote-jobs/remote-online-academic-tutor-amp-flexible-20-40-hr-uk-findtutors-1134980,"[""c"", ""exec"", ""travel"", ""finance"", ""medical"", ""virtual assistant"", ""customer support"", ""senior"", ""ops"", ""marketing"", ""legal"", ""scheme"", ""testing"", ""design"", ""consulting"", ""technical"", ""dev"", ""excel"", ""digital nomad"", ""hr"", ""teaching"", ""education""]",2026-07-14T19:37:53+00:00,design,design,
Expression of Interest SMG Studio,"Job Description: At SMG, we turn our patented DAFUZ system to create award winning titles including LEGO Party! Moving Out, Thumb Drift, and One More Line . We love building fun first games and we don't take ourselves too seriously. If you're on top of your game (or would like to be) and care about your work, then let's talk. Not all roles open at once, but great people are always worth meeting. Submit your interest with a CV/portfolio and a short cover letter on roles of interest and what makes you unique, when the right role or project arises, we'll reach out. We offer remote working, but have offices in Sydney, Melbourne, Brisbane, Perth and Adelaide you could work from depending on you having full Australian working rights. Let's have fun, make fun. Typical roles: Game development and engineering Art, animation and design Production and project delivery QA and testing Studio ops What's in it for you: You'll contribute directly to games played by millions, across original and iconic IP. Your work will launch, evolve, and be owned by the people who make it. Real flexibility to work when and where you feel most productive with our 'Be the Best You' policy which includes a $250 contribution to your home office set up. The opportunity to give back with dedicated volunteer leave and our whole-company event, One Day for Change. 5 weeks annual leave after 2 years of service and 3 whole company wellness days off per year for you to switch off and take your day, your way. Career Development and Learning &amp; Development opportunities, including access to our global online dentsu University. Become a champion for meaningful progress: Our diverse and inclusive culture enables our employees to bring their whole selves to work and be proud of doing so. For us, this is the foundation for great innovation which, in turn, generates better outcomes for our people, partners and communities. This is why we encourage applications from people with disabilities, and of all ages, nationalities, backgrounds and cultures. If you want to belong to a one global network where opportunities are limitless – we look forward to welcoming you. #SMGANZ Location: Sydney - 20 Windmill Street Brand: Smg Studio Time Type: Full time Contract Type: Permanent Please mention the word **ENTERTAINING** and tag RMTk3LjQ3LjE5Ny44NQ== when applying to show you read the job post completely (#RMTk3LjQ3LjE5Ny44NQ==). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.",remoteok,1135079,SMG Studio,"Windmill Street, ",https://remoteOK.com/remote-jobs/remote-expression-of-interest-smg-studio-smg-studio-1135079,"[""design"", ""sys admin"", ""game dev"", ""testing"", ""quality assurance"", ""video"", ""engineer"", ""digital nomad""]",2026-07-14T16:32:37+00:00,design,design,
Designer,"A Note from the Founder Intelligent Change began as something personal. Before it was a company, it was a question I was trying to answer in my own life: Why do we know so much about personal growth, yet struggle to live it consistently? Over the years, what we created resonated far beyond anything I imagined. Millions of people around the world now use Intelligent Change products as daily rituals to slow down, reflect, and live more intentionally. Today, we've sold over 4 million products globally and reached millions of people around the world. But we are still early in our journey. We are building something that can scale meaningfully without losing its soul. This role matters because design is one of the most powerful ways people experience our brand. Every image, campaign, product, and detail shapes how people feel before they ever read a word. If you're excited by the idea of creating beautiful, meaningful work that helps millions of people build better lives, we'd love to meet you. — Alex Ikonn Founder, Intelligent Change About Intelligent Change Intelligent Change exists to help people design better lives through small, consistent rituals that compound over time. We create physical tools and experiences that turn personal growth into something people can actually live. Not through pressure or motivation, but through structure, reflection, and intention. We are the creators of the most viral journal in the world, The Five Minute Journal, a product that helped turn gratitude into a daily practice for millions of people globally. To date, Intelligent Change has sold over 4,000,000 products worldwide and built a deeply loyal, values-driven community. Our products are used and recommended by Tim Ferriss, Emma Watson, Lily Collins, professional athletes, CEOs, founders, and leaders across industries, alongside millions of everyday people seeking more intentional lives. Intelligent Change has been featured in The New York Times, Vogue, Forbes, ELLE, and other leading global publications. The New York Times described Intelligent Change as a brand that has ""turned gratitude into a global movement."" The Role We're looking for a Designer with exceptional visual taste and a passion for creating work that feels timeless, thoughtful, and emotionally resonant. This role reports directly to the Creative Director and sits at the heart of our creative team. You'll primarily design for social media and organic channels, bringing our products and ideas to life through engaging visual storytelling across Instagram, email, and digital campaigns. You'll also collaborate closely with our Product Development team to design packaging, printed products, marketing materials, and launch assets that extend our brand across every customer touchpoint. This is a role for someone who cares deeply about craft, typography, composition, photography, and the details that make great design feel effortless. Remote Role This is a full-time, fully remote contract role. We're open to candidates worldwide, provided you can work overlapping hours with our team, who operate across ET and GMT time zones. Candidates based in Toronto or Montreal will be given preference, as you'll occasionally join the Creative Director on set for campaign and content shoots. What You'll Do Design Across Social Create high-quality designs for Instagram, TikTok, Pinterest, Meta ads, email, and web Work closely with the Creative &amp; Social teams to develop engaging social-first visuals that balance performance with strong brand design Design static posts, carousels, stories, reels covers, motion concepts, and campaign assets Shape the Brand Help evolve and maintain a consistent visual identity across every customer touchpoint Contribute ideas for campaigns, launches, seasonal moments, and new creative directions Uphold a high bar for design quality and visual consistency Design Physical Products Support the Creative Director with design on packaging, journals, cards, books, and other physical products Design supporting collateral including inserts, retail displays, presentations, and launch materials Prepare production-ready artwork for print Collaborate Across Teams Work closely with the Creative Director to bring concepts from idea through execution Partner with marketing, product, copywriting, and operations teams to deliver cohesive campaigns Give and receive thoughtful creative feedback Stay Curious Bring references, trends, ideas, and inspiration from fashion, publishing, interiors, wellness, and culture Continuously refine your craft and contribute fresh creative thinking to the team Who You Are Exceptional Visual Taste You have a strong design point of view and a portfolio that demonstrates thoughtful typography, layout, composition, and attention to detail. Social-First Designer You understand what performs on modern social platforms without sacrificing quality or brand integrity. You know how to create content that feels native, engaging, and highly shareable. Product Minded You enjoy designing physical objects as much as digital ones. Packaging, books, journals, and printed materials excite you. Curious and Collaborative You enjoy working closely with writers, marketers, videographers, photographers, and product developers. You communicate well, ask thoughtful questions, and care about making the work better. Values Aligned You have a genuine interest in mindfulness, personal growth, psychology, wellness, or intentional living. Our products resonate with you because you believe in what they help people achieve. Detail Obsessed You notice the spacing. The typography. The kerning. The print finish. The things most people overlook. What We're Looking For Please note: Only candidates with submitted portfolios will be considered 2+ years of experience in graphic design or brand design Outstanding portfolio demonstrating strong visual taste Experience designing for social media Strong typography and editorial design skills Proficiency in Adobe Creative Suite, Figma, Canva, Capcut Experience with AI such as Claude, Midjourney and other AI platforms Experience designing packaging or printed products is a significant advantage Motion design experience is a bonus Photography, art direction, or editing experience is a bonus Why This Role Matters Design has always been at the heart of Intelligent Change. Our products become part of people's homes, routines, and daily rituals. They are gifted, photographed, shared, and used for years. Every Creative Decision Shapes How People Experience Our Brand. As our Designer, you'll help define that experience, creating thoughtful work that reaches millions of people and inspires them to live more intentionally. Please mention the word **APPRECIATED** and tag RMTk3LjQ3LjE5Ny44NQ== when applying to show you read the job post completely (#RMTk3LjQ3LjE5Ny44NQ==). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.",remoteok,1134905,Intelligent Change,"Toronto, Toronto, Ontario, Canada",https://remoteOK.com/remote-jobs/remote-designer-intelligent-change-1134905,"[""virtual assistant"", ""salesforce"", ""infosec"", ""technical"", ""supervisor"", ""customer support"", ""travel"", ""finance"", ""microsoft"", ""exec"", ""ops"", ""recruiter"", ""accounting"", ""sys admin"", ""education"", ""dev"", ""payroll"", ""senior"", ""medical"", ""full time"", ""digital nomad"", ""controller"", ""golang"", ""ecommerce"", ""design"", ""designer"", ""copywriting"", ""marketing"", ""web dev"", ""ads"", ""content writing""]",2026-07-14T16:10:22+00:00,design,design,design
Photo Editor,👩 💻 The RoleTransform the way travelers experience destinations through visuals! As a Photo...See this and similar jobs on LinkedIn. Please mention the word **METICULOUS** and tag RMTk3LjQ3LjE5Ny44NQ== when applying to show you read the job post completely (#RMTk3LjQ3LjE5Ny44NQ==). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.,remoteok,1134817,Headout,"India, ",https://remoteOK.com/remote-jobs/remote-photo-editor-headout-1134817,"[""teaching"", ""testing"", ""english teacher"", ""non tech"", ""design"", ""virtual assistant"", ""vfx"", ""technical"", ""customer support"", ""education"", ""digital nomad"", ""transcribing"", ""speech"", ""ops"", ""medical""]",2026-07-14T16:07:35+00:00,design,design,
